tagsAndSkills,count
Product Implementation,1
URS,1
System Analysis,1
Ecommerce Domain,1
IRRBB,1
Capital Management,1
Asset Liability Management,1
Data analysisBusiness analyticsAnalyticalSchedulingData AnalystData analyticsBusiness intelligenceCustomer engagementOperationsMonitorin,1
Liferay,1
Lunix,1
KitOps,1
MLModelCI,1
communication interfaces,1
Lead DevOps Engineer,1
lead deveops,1
Network protocols,1
Communication Protocol,1
CSMI,1
Asp.Net Web Api,1
Marketing Campaigns,1
SAP Business Intelligence,1
SAP Business Warehouse,1
BW4HANA,1
SAP Business Workflow,1
P2P,1
Senior full stack,1
Bill Of Materials,1
Bom,1
Electronics Engineering,1
Electrical Drawing,1
7Qc,1
Bom Creation,1
Bom Preparation,1
PFMEA,1
Petpooja Food Online Software Engineer,1
Food Billing Software Engineer,1
Food Billing Software,1
Food Online Order Software Engineer,1
Petpooja Software Engineer,1
Food E-commerce Software Engineer,1
Petpooja Integration Engineer,1
Petpooja Software Manager,1
Uipath Studio,1
SME Finance,1
SME Banking,1
Banking Financial Services,1
FastAPI Framework,1
Python Programming,1
AI Inference,1
GPU Acceleration,1
Cloud Inference,1
Distributed Systems,1
GPU,1
.NET frameworks,1
Excellent written and verbal communication skills.,1
Windows Desktop Application,1
stake holder management,1
Unreal Engine,1
Arcore,1
Unity3D,1
Arkit,1
Engine,1
Bengali,1
technology management,1
ansi sql,1
agile development methodology,1
EMR systems,1
RAML,1
Web Sockets,1
etl development,1
XSS,1
CSRF,1
SSO,1
MVC 4/5 Web Development,1
Tableu,1
data visualization tools,1
Data Integration Tools,1
payment processing,1
Business process analysis,1
KVM,1
X86,1
high performance computing,1
Cost control,1
Consumer electronics,1
Java Software Developer,1
FastAPI  Django/Flask,1
project manager,1
DEX,1
Testing Tools,1
Aws Cognito,1
Gpu Programming,1
GPS,1
Exploratory Testing,1
Defect Tracking,1
Tool Design,1
AI frameworks,1
.Net C#,1
react js,1
wms,1
neft,1
Payment Integration,1
API connectors,1
K8,1
Sanity testing,1
Client handling,1
web application architecture,1
customer service orientation,1
dropwizard,1
route3,1
QA Engineer 2,1
Mantis,1
Karate,1
Ai,1
saga,1
Mobx,1
BOM,1
Material Data creation,1
MEL,1
SPIR,1
Material Selection,1
Selection,1
OpenShift,1
IBM Cloud,1
lead,1
FlaskAPI,1
ML OPS,1
Tensor flow,1
Computer Knowledge,1
SAP ERP Implementation,1
SAP Implementation,1
Java 8/11/17,1
MQ frameworks,1
Frameworks Spring,1
Javascript/Typescript,1
React router,1
Restful APIs,1
algorithm development,1
micro,1
Routing,1
Backup,1
Disaster Recovery,1
VM,1
Power BI lifecycle,1
Power Apps Integration,1
Power BI workspaces,1
Data Intelligence,1
AWS Solution Architect,1
Liquid,1
Theme Development,1
Zoho Crm,1
D365 F&O,1
Application Management,1
CRM support,1
D365 Functional,1
REST APIs,1
Secure Coding,1
performance related work on large scale distributed systems.,1
Impala,1
Objective C,1
Combined Cycle,1
Concurrency Programming,1
Core Data,1
creative writing,1
content writing,1
full stack development,1
CNN,1
RNN,1
data science algorithms,1
Algorithm,1
web server,1
Variant Configuration,1
SAP Production Planning,1
IP Protocols,1
instructional design,1
content development,1
online tutoring,1
storyboarding,1
articulate storyline,1
behavioural training,1
nhibernate,1
Data Mining,1
Functions,1
camunda bpm,1
qa process,1
docker compose,1
cad tools,1
unspsc,1
Social media marketing,1
offline storage,1
Log analysis,1
SPL,1
BIOS,1
Object,1
Java 7/JEE 1.7,1
HTML5.,1
store procedures,1
Azure Data Bricks,1
GUI Testing,1
MS Excel expertise,1
Flow Charts,1
Ms - Sqlserver.,1
Asp.net,1
postgres,1
Manufacturing,1
Triggers,1
odoo,1
Customization,1
Incident,1
Data Scraping,1
Web Crawling,1
AutoCAD,1
Illustrator,1
Event mapping,1
digital design expertise,1
architectural layout,1
ticketing platform,1
GIS Software,1
Qgis,1
Pattern,1
HLD,1
Scalable,1
Oops,1
Datastructure,1
Rest Soap,1
full stack engineer,1
sap erp,1
process optimization,1
Microservice,1
SpringBoot,1
Microsoft Sql Server Database,1
Ccda,1
Data Network,1
Bgp,1
Routing Protocols,1
IPV4,1
Cross Functional Teams,1
Business Expansion,1
Bulletins of India urgently requires Web & Software Developer for its Information & Technology division and expansion.,1
Micronaut,1
Event Driven Architecture,1
Hyperledger additional,1
Analysis & Reporting,1
Regulatory Compliance,1
route53,1
Cloud Platform Management,1
Neoload,1
Runner,1
Dot Net,1
Business Process,1
Ux Design,1
Adobe Xd,1
Vue.js/React/Angular.,1
davinci configurator,1
canalyzer,1
lauterbach,1
canape,1
trace32,1
type script,1
Java script,1
React Native Js,1
IT consulting,1
Angular4,1
Angular Material,1
API and services,1
OAuth 2.0,1
JWT Tokens,1
Docker and kubernetes,1
Continuous Integration And Continuous Delivery,1
Telerik Controls,1
Azure Storage,1
GCP Dataflow,1
GCP BigQuery,1
GCP Cloud Composer,1
Workflows,1
Datafusion,1
AI Cloud Engineers,1
Restful/SOAP,1
Model Deployment,1
Data Migration & Integration,1
Azure Architecture Design,1
MLops,1
ML Ops,1
React JC,1
HTM/CSS,1
Data engineer,1
C# .Net,1
Content Management,1
Database Administration,1
R And D,1
GP,1
Infrastructure Automation Engineer,1
OpenSCAP,1
Ideation,1
M365,1
Jira Service Desk,1
ci/cd pipeline,1
.Net 6+,1
Angular full stack developer,1
Reactjs Full stack developer,1
Stack Development,1
agentic AI,1
Coreweave,1
Networking & Security,1
Automation Anywhere,1
VB SCRIPT,1
cognitive platform,1
elenium,1
Embedded Design,1
Embedded Development,1
WSS,1
Statistic,1
Kuber,1
Beam,1
Big4,1
Excel Dashboards,1
Large Databases,1
Aws Service Apis,1
Cora Java,1
Laravel 8+,1
and API integration tools,1
Automative,1
Espress.js,1
Digital transformation,1
Iot Protocols,1
Django/Flask/Pyramid,1
Azure Data factory,1
Python Api,1
Node Js,1
Acm,1
web app development,1
SQL Procedures,1
Business Requirements,1
Requirement analysis,1
User Interface Designing,1
Angularjs Framework,1
Angular Cli,1
Web Ui Development,1
Cloud Automation Devops,1
Time-Series Models,1
Demand Planning,1
o9 Platform,1
Hybrid Jobs,1
Conversational Ai,1
OpenAI,1
Sentiment Analysis,1
front end developer,1
Angular 14,1
Angular 5,1
Angular v15+,1
JASMINE KARMA,1
Business Partnering,1
Visualization Technologies,1
Zoho/ERP Systems,1
Architect and implement APIs for user,1
heritage guide,1
S3/DigitalOcean Spaces,1
and imgproxy.,1
earnings,1
CloudFront,1
Service Provider,1
AWS KMS,1
Vite,1
Radix UI,1
TailwindCSS,1
Mean Full Stack,1
AI Usage Metrics,1
AI Data,1
phalcon,1
Clean Code,1
Infrastructure Automation,1
Aws Lake Formation,1
Scheme Design,1
Load Balancing,1
CiCd,1
Product Analytics,1
B2C Digital Products,1
Consumer Analytics,1
KPI Dashboard Creation,1
OLAP Intelligence,1
Denodo,1
Bi Reporting Tools,1
Bex Reporting,1
data analysis data science,1
css3,1
SFMC,1
Front End Framework,1
Azure OpenAI APIs,1
Azure AI/ML services,1
Generative AI models,1
LLMOps pipelines,1
Kafka Expertise,1
Soft skills,1
Cd Tools,1
.NET MVC,1
Network Engineering,1
Desktop Engineering,1
Web Design And Development,1
Web Content,1
Domain Management,1
Logic,1
Financial Statement Analysis,1
Financial Planning And Analysis,1
Variance Analysis,1
Data Reporting,1
SUMIF,1
Postgresql Database Administration,1
Chicago Manual Of Style,1
Excel Powerpoint,1
terra,1
Azure Iaas,1
LeadPowerBI,1
Jasper Reports,1
SRE,1
linux in,1
Linux System,1
Backend Developer,1
Microsoft azure,1
Software Quality Testing,1
Smart Contracts,1
Cryptocurrency,1
Penetration Testing,1
Ethereum,1
EMR Software,1
ClickUp,1
Report Automation,1
Dashboard Creation,1
We are seeking an experienced Business Analyst with a strong background in data analysis,1
business process understanding,1
and SAP. The ideal candidate will bridge the gap between business requirements and technology solutions,1
FI/CO,1
insurance BA,1
data governanace,1
drc,1
tdm,1
physical design,1
Oracle RDBMS,1
Unica Campaign,1
Dynamics 365 F&O,1
Microsoft Dynamics,1
mm,1
Snowflake Data Engineer,1
yocto project,1
buildroot,1
openid,1
application lifecycle management,1
linux system programming,1
system development lifecycle,1
business communication,1
sip protocol,1
aws certified,1
financial forecasting,1
supply chain planning,1
variance analysis,1
Data Lakes,1
SOLID principles,1
Ticket Management,1
Support Services,1
parallel programming,1
compensation,1
Property And Casualty Insurance,1
Reinsurance,1
P&C insurance,1
Property And Casualty,1
asynchronous,1
backend,1
claims processing,1
conflict resolution,1
dl,1
kinesis,1
hadoop spark,1
adobe experience management,1
web programming,1
companies act,1
company law,1
defined benefits,1
defined contribution,1
Axiom,1
Rwa,1
Pillar Iii,1
Mifid,1
testing mobile applications,1
Product control,1
Assistant Manager Business Analyst,1
international clients,1
deep neural networks,1
arima,1
eviews,1
Wireline,1
sap qm,1
supply network planning,1
apo,1
kuber flow,1
enterprise reporting,1
app development,1
Istio,1
apache spark,1
dask,1
CAL,1
Core Banking,1
Treasury,1
EMI,1
Strategic partnerships,1
Spreadsheets,1
Google Forms,1
Qlik NPrinting,1
Qlik Sense,1
Tornado,1
O365,1
RA,1
graphics,1
Source To Pay,1
Cash,1
Sourcing,1
Contract Hiring,1
query writing,1
unity3d,1
jd edwards enterpriseone,1
cnc,1
Dmx,1
java sdk,1
media,1
costing,1
ubr,1
Sling Models,1
power Bi,1
Amazon Sns,1
product management,1
QC,1
SAS R,1
Development Lead,1
hyper-v,1
customer engagement,1
web content,1
cc,1
content editing,1
ssi,1
client management,1
property and casualty insurance,1
template development,1
veeva crm,1
ppc,1
google adwords,1
jboss application server,1
sdks,1
web apps,1
software architecture design,1
Basel Reporting,1
FRTB,1
VaR,1
Nutrition,1
Payment systems,1
Trade finance,1
reinforcement learning,1
Snowflake Informatica intelligent cloud,1
Snowflake IICS,1
Cloud Application Integration,1
dango,1
test software solutions,1
CL,1
CLE,1
Qml,1
PMO Management,1
Pmo Project,1
Celonis,1
Process Mining,1
graphql apis,1
qa engineering,1
minitab,1
User interaction,1
database systems.,1
Sql Optimization,1
Python script,1
QlikSense,1
Model Building,1
Pythn,1
Data Anal,1
Dotnet Devlopment,1
Data Documentation,1
Technical Writing,1
Credit Risk Management,1
Credit Risk Analysis,1
Plm Teamcenter,1
Power Pages,1
Dynamics,1
Page,1
Keras,1
Squish,1
API Security,1
Angular Js,1
Design pattern,1
Azure Support,1
Azure support engineer,1
L1/L2/L3 support for production monitoring of pipelines,1
production monitoring of pipelines,1
erp functional,1
HRIS,1
data extraction,1
PowerBI report,1
PowerBI workspace,1
Appium.,1
REST ASSURED Karate,1
Japanese Bilingual,1
Japanese Language,1
jde,1
as,1
ibm iseries,1
as400 admin,1
rpg,1
hawkeye,1
edi,1
baan,1
m3,1
consumables,1
file interfaces,1
tcpdump,1
mobile application development,1
Resource utilization,1
container management,1
native azure,1
Servicenow Development,1
Servicenow Itsm,1
java full stack developement,1
eam,1
infor,1
Classification,1
Systems,1
Workflow management,1
Nessus,1
Financial controllership,1
Financial operations,1
Order processing,1
java backend,1
Idea,1
Agm,1
bigdata frameworks,1
robotic process automation,1
testing tools,1
service design,1
query tuning,1
sap support,1
sap wm,1
xml conversion,1
Conversions,1
Engagement,1
Data Aggregation,1
Dataset design,1
Power Query M,1
M,1
Java architecture,1
Streams,1
Data QA,1
BI Testing,1
Snowflake automation,1
React/Angular,1
Secrets Manager,1
Oracle DBA,1
salesforce marketing cloud,1
business process improvement,1
technical hiring,1
oracle designer,1
12c,1
oracle forms,1
application support,1
websphere mq,1
resource management,1
spectrum,1
pms,1
portfolio management services,1
oracle software,1
oracle soa,1
osb,1
oracle service bus,1
core hr,1
peoplesoft hcm,1
talent management,1
attendance management,1
payroll,1
Presentation Skills,1
Financial Analysis,1
aem cloud,1
aem consultant,1
Aem Sites,1
aem lead,1
Text Mining,1
azu,1
Engineering Analyst,1
Business research,1
commercial strategy,1
Java 17+,1
network infrastructure,1
c programming language,1
cassandra database,1
smb,1
nas,1
systems software,1
fault tolerance,1
business process re-engineering,1
flow diagrams,1
rust,1
computation,1
javascript frameworks,1
infrastructure management,1
zabbix,1
redhat satellite,1
system automation,1
rhel,1
network engineering,1
routing,1
components,1
informatica powercenter,1
Java Backend,1
spi,1
uart,1
creo,1
product life cycle management,1
qradar,1
microsoft windows,1
arcsight,1
logrhythm,1
nessus,1
telecommunication,1
signalling,1
sysml,1
cluster management,1
resource,1
Technical design,1
Software product development,1
TOGAF,1
Cisco certified,1
Styled Components,1
Azure infrastructure,1
Nodejs,1
rsa,1
encryption,1
http,1
provisioning,1
abb,1
anti money laundering,1
compliance analysis,1
kyc,1
french language,1
market intelligence,1
ops,1
infra as code,1
mongo,1
gis,1
Scrum master,1
Pam,1
stream processing,1
fixed income,1
spanish,1
foreign language,1
language teaching,1
embedded c,1
data communication,1
Postgre,1
CLOUD,1
LINUX,1
Locator,1
Php Full Stack Development,1
Quality Analysis,1
Open Source Technologies,1
Test-driven development,1
Python coding,1
design specifications,1
Mdm Informatica,1
End to End MDM Implementation,1
Data Quality Management,1
Solution Development,1
Business development,1
Doors,1
C++ Embedded,1
Solid Principals,1
android studio,1
android architecture,1
Advocate,1
Bangalore IT Jobs.,1
SQL Server 2016,1
Spring Hibernate,1
Mern Full Stack,1
life sciences,1
Work management,1
Product Analysis,1
Market Risk,1
Stress Testing,1
Liquidity Risk,1
Market Risk Management,1
Trade Risk,1
Partner management,1
EDC,1
market basket analysis,1
messaging framework,1
Motorola,1
Pytest Framework,1
mutlithreading,1
gherkin,1
ms office word,1
email,1
Fabrication,1
Chip design,1
Supply chain solutions,1
Mvc,1
salesforce platform,1
salesforce security model,1
soql,1
rstp,1
scaled agile framework,1
net core framework,1
puppet,1
investment operations,1
performance measurement,1
charles river,1
settlements,1
vhdl,1
product engineering,1
emi,1
arinc,1
framework design,1
network troubleshooting,1
stp,1
Visual Basic,1
TFS,1
IPO,1
Bigdata,1
trello,1
agile principles,1
oltp,1
olap,1
intellij idea,1
SQL database,1
X++,1
elicitation,1
App Config,1
KEDA,1
Service Bus,1
Key Vault,1
Log Analytics,1
N3,1
React Developer,1
Client facing,1
Senior Data Scientist,1
SME Accounting,1
SME General Ledger,1
accounting closure,1
DM Tools,1
Machine Learning and AI,1
Stored Procedures,1
Stream Analytics,1
mannual testing,1
Selenium RC,1
Test Analysis,1
Webflux,1
causal modeling,1
SQl,1
Embedded,1
Endur,1
Trading Applications,1
Powertrain,1
CCNA,1
java testing,1
debugging software,1
azure cosmosdb,1
microsoft visual studio,1
Modernization,1
Assistant Vice President,1
Framework Automation,1
Service excellence,1
ITIL Framework,1
Abinitio support,1
Dot Net Core,1
Wep Api,1
Windows Forms,1
WEP,1
Apache Ranger,1
Application Architecture,1
OOAD,1
Process Mapping,1
windows application Developer,1
Dot NET,1
Wildfly,1
Rdbms Concepts,1
Concepts,1
cloud watch,1
IAc,1
JavaScript/TypeScript,1
HTML5 & CSS3,1
.net framework,1
support,1
Unix Shell,1
Unix Admin,1
Autosys,1
Support,1
awt,1
Account management,1
Sop preparation,1
Security monitoring,1
google cloud services,1
Network engineering,1
Quality standards,1
QA Associate,1
Pl Sql Procedures,1
High Level Design,1
Data Vault 2.0,1
Business Systems Analyst,1
Team Leadership,1
elastic beanstalk,1
azure app service,1
WinUI,1
pipelines,1
basic scripting,1
SageMaker,1
CVXPY,1
Mathematics & Statistics,1
Data Manipulation & Analysis,1
Endeca,1
Oracle Epm,1
Enterprise Performance Management,1
PBCS/EPBCS,1
Fccs,1
IFRS standards,1
EPM,1
Epbcs,1
Azure Certified,1
Certification Microsoft Azure,1
Data Gen2,1
Lead,1
AWS EKS,1
Python or React,1
Credit,1
Computer Vision Machine Learning,1
NVIDIA SDKs,1
Mlops,1
Rancher,1
lens,1
Time Series Analysis,1
Front office,1
Murex,1
French,1
Life Insurance,1
Life asia,1
Ingenium,1
Health Insurance,1
SPring,1
Microsoft SQL Server,1
NEXTJS,1
WCF Services,1
REACTJS,1
high availability,1
clustering,1
cal,1
Fetch API / REST API,1
Akamai,1
azure paas,1
azure iaas,1
rbac,1
html/css,1
IT Software - Programming,1
ROLE Intern,1
Fresher,1
SAP Basis,1
SAP Consulting,1
SAP Project Management,1
stakeholder communication,1
Dot Net Framework,1
Webforms,1
API  Development,1
SRS,1
REQUIREMENT GATHERING,1
SQL Server databases,1
Server optimization,1
Broking,1
Websphere,1
Solace,1
Team Mangement,1
Us Client,1
TSM,1
Telecom OSS,1
Cis,1
Stock Market,1
Financial Domain,1
Java Stack,1
Node js,1
Corporate actions,1
DSL,1
statistical techniques,1
control system,1
gerrit,1
Flask framework,1
Collections Framework,1
Multithreading Concepts,1
Java Data Types and Variables,1
javascript/typescript,1
Hql,1
Advance Sql,1
Hana Abap,1
Odata Services,1
Sap Fiori,1
Abap,1
Ricef,1
Rap,1
github ci/cd,1
Data visualization,1
LAN,1
Gen AI platform,1
web ui,1
Event-Driven architecture,1
Qlik Replicate,1
Snowfake,1
Rolling,1
core data,1
agile software development life cycle,1
java coding,1
contract logistics,1
WMS,1
Appdynamics,1
Windows And Linux,1
Grpc,1
Angular Developer,1
iq,1
aspnet framework,1
lucene,1
re framework,1
front end framework,1
azure api management,1
azure automation,1
erp systems,1
private banking,1
techno functional,1
Quality engineering,1
Quality Engineer,1
AzurePaas,1
Azure PAAS,1
Hr Service Delivery,1
Data Factory,1
ETL Development,1
Matillion,1
Dbt,1
Python developer,1
FI,1
s4 Hana,1
international bpo,1
open api,1
Power Pivot,1
Capital Markets,1
Calypso,1
Delta Lake Transaction Logs,1
Data Engineer Delta Lake,1
Delta Live Tables,1
Directed Acyclic Graphs,1
Infrastructure Development,1
fullstack,1
octopus,1
performance improvement,1
memory management,1
shipping,1
MVC UI frameworks,1
build automation,1
Shift Lead,1
Server Side Development,1
RDBMS/ NoSQL,1
ReST,1
JAVA 8+,1
building test cases,1
AIML engineer,1
mlops,1
Testng,1
L3 Application Support,1
requirement documentation,1
Javascript/Angular,1
User stories,1
wdio,1
ci,1
computer operating,1
mechanical engineering,1
Skill development,1
Microsoft technologies,1
Testlink,1
DevOPS,1
AWS OpsWorks,1
ELB,1
AWS Elastic Beanstalk,1
AWSCloudFormation,1
netsuite erp,1
visualforce pages,1
Reporting Analytics,1
Gearset,1
Salesforce configuration,1
Salesforce customization,1
Copado,1
ETL testing,1
RestAssured,1
OCI,1
Oracle Cloud,1
prioritization,1
sap ariba,1
performance analytics,1
MlOps,1
Alchemy,1
Raci,1
RTM,1
Cursor,1
