title,companyName,location,experience,salary,jobDescription,tagsAndSkills,jobUploaded,minimumSalary,maximumSalary,minimumExperience,maximumExperience,averageSalary
Frontend Developer,Shavish Group,Pune,6-10 Yrs,8-18 Lacs PA,Design and develop software feature functionality following the company software development processes and procedures.Develop and collaborate to develop frontend systems.,"Frontend Developer,react,python,React js,Front end,Javascript,Frontend Development,React.js",2 Days Ago,800000.0,1800000.0,6.0,10.0,1300000.0
Urgent Jon || Hiring Python Developer || Pune,Talent21,Pune,5-8 Yrs,19-20 Lacs PA,"Position Overview: As a Python Developer with FastAPI experience,you will play a key role in designing,implementing,and maintaining robust and scalable backend solutions<br><br>Bachelors degree in computer science,Engineering,or a related field (or equivalent work experience). <br><br>Required Pune to Pune only No relocation plzzz<br><br>Requirements: . Proficiency in Python programming language","Javascript,FastAPI,AWS,Django/Flask,Postgresql,ORM,Flask,Python",7 Days Ago,1900000.0,2000000.0,5.0,8.0,1950000.0
"Urgent || Job requirement on Java Developer || Pune, Chennai",Talent21,Pune,5-10 Yrs,19-20 Lacs PA,"Need Java Developers with Java,Spring Boot and Microservice experience Mandatory. <br><br>Need locals Only","Java,Spring Boot,Microservices,Development,Requirements,Boot,Spring",7 Days Ago,1900000.0,2000000.0,5.0,10.0,1950000.0
Python Software Developer,Talent21,Pune,7-10 Yrs,10-15 Lacs PA,"Good college computer engineering degree non-negotiable. <br><br>Target immediate joiners only<br><br> 4-6 years hands-on development experience including writing and testing code,debugging programs and integrating applications with third-party web services<br><br>Applies critical thinking and good problem-solver<br><br>Banking,retail or tech company experience will be a huge plus","Django,Python Development,Postgres Database,Postgresql,Pandas,Javascript,HTML,AWS",7 Days Ago,1000000.0,1500000.0,7.0,10.0,1250000.0
Support Data Engineer,Talent21,Hybrid - Pune,4-7 Yrs,15-18 Lacs PA,"SKILLS DESIRED (Technical & Behavioral): Secondary. Microsoft Certified: Azure Data Engineer Associate <br><br>Its good to have ITIL certification and knowledge of service now. <br><br>In order to be able to do this,the Data Engineer should have extensive knowledge in different programming or scripting languages [Python] <br><br>Competency in a Cloud environment is a must [preferred,Azure]","Azure Data Engineer,Data Engineering,Python,Engineering,Data,Microsoft Azure,Azure Data Factory",7 Days Ago,1500000.0,1800000.0,4.0,7.0,1650000.0
Azure Devops Engineer,Talent21,Hybrid - Pune,7-12 Yrs,18-33 Lacs PA,Preferred candidate profile . <br><br>Technical Skills and Experience,"Azure,Devops,Azure Devops,Microsoft Azure",7 Days Ago,1800000.0,3300000.0,7.0,12.0,2550000.0
Python Developer Lead +Mongo DB,Talent21,Hybrid - Pune,8-12 Yrs,15-25 Lacs PA,"<p>  </p><p>Lead Python developer---Must--Python, Flask/Django, python OOPS Concept(inheritance, polymorphism).</p>","Django,Mongodb Dba,Python Development,Rest Api Development,Pandas,Cassandra,Django Framework,Nosql Databases",7 Days Ago,1500000.0,2500000.0,8.0,12.0,2000000.0
Java Full Stack Developer Mongo DB,Talent21,Hybrid - Pune,7-12 Yrs,15-25 Lacs PA,"Sound Experience in MongoDB,must have dealt with data heavy applications<br><br>Big data knowledge will be preferred. Take the lead on projects and initiatives involving new product and feature development,as well as quality initiatives related to automation and process improvement. <br><br>Experience with MongoDB is mandate (in last 1-2 project)","Mongodb Database,Java,NoSQL,Couchdb,Cassandra,MongoDB,Mongodb Dba,Db",7 Days Ago,1500000.0,2500000.0,7.0,12.0,2000000.0
Java Full Stack Developer,Talent21,Hybrid - Pune,5-8 Yrs,12-20 Lacs PA,"<p> </p><p>Java8, Spring boot, Microservices, Angular 12+, Oracle and Cloud<br /> • Application designing experience, Good in design patterns etc.<br /> • Hands on in Java technology stack Java, Spring boot, Microservices, Angular 12+ and Oracle<br /> • Knowledge on any Cloud</p><p> </p><br /><br />","Java,Spring Boot,Angular,Microservices,SQL,Stack,Development,Full Stack",7 Days Ago,1200000.0,2000000.0,5.0,8.0,1600000.0
Java Full Stack Developer,Talent21,Pune,6-11 Yrs,18-25 Lacs PA,"<p><strong>Role & responsibilities</strong> </p><br /><p>     *    Minimum 4 years of IT   experience, with Minimum 3 years of working experience as Full Stack   Developer.       </p><br /><p>  •      Prefer at least 1 years in Product Company as an Employee or Client working as Java Developer.       </p><p>   •      Experience on web application development using Java, Spring MVC, Spring Boot   frameworks, Hibernate, SOAP/REST APIs and Database HANA is added Advantage.  </p><p> *      Experience in Development of on SAP Ariba Applications will be preferred.        </p><p>    •      Experience in developing UI pages using HTML 5, CSS 3, and any Frontend   Technologies.           •      Expertise in scripting languages like Angular, Typescript, and   JavaScript.            </p><p>    •      Hands on Experience in Debugging the production issues and customer   defects.       </p><p>     •      Strong programming skills to understand the Custom APIs developed on top of   HTML and JAVA languages   as   well as the ability to read, analyze and code review the complex codebases   written by other developers.     </p><p>    •      Experience on REST Web services and Microservices is an added advantage.     </p><p>       •      Hands on Experience in debugging the customer Issues on Frond end and Backend   is critical.       </p><p>   •      Experience in object-oriented programming & concepts, and MVC design   patterns.   </p><p>        •      Experience in writing SQL queries and knowledge in handling RDBM systems like   SQL Server, Oracle, and HANA.     </p><p>   •      Ability to read and understand other scripting languages and third-party   libraries.        </p><p>   •      Task assignment, Ensure SLA compliance, Individual contributor, Automation,   Conduct Quality Checks.       </p><p>  •      Experience in using tools like Eclipse, Visual studio, Postman, GitHub, JIRA,   and other tools.       </p><p>   •      Defect management tools like JIRA, Communication & collaboration   management thru confluence/slack/teams are favorable.       </p><p>•      Highly motivated with good interpersonal skills and strong communication   skills.          </p><p> •      Expected to understand the Ariba product and grasp the Procurement functional   and technical knowledge underwent for Ariba product development.                                            </p><br /><br />","java full stack Devoleper,Java Fullstack,Java,Rest,OOPS,Spring Boot,MVC,Rest Api Services",7 Days Ago,1800000.0,2500000.0,6.0,11.0,2150000.0
Power Bi Developer,Talent21,Pune,5-7 Yrs,15-22.5 Lacs PA,"<p><strong>Roles and Responsibilities</strong><br /></p><ul><li>Develop complex queries in SQL to extract relevant data from various sources.<br /></li><li>Design, develop, and deploy data visualizations using Power BI to meet business requirements.<br /></li><li>Implement cloud-based solutions on AWS, Azure Cloud, or GCP Cloud platforms.<br /></li><li>Ensure high-quality deliverables by following best practices, coding standards, and testing methodologies.<br /> </li></ul><p>Mandatory  Skills:</p><p>Power BI</p><p>SQL</p><p>ANY Cloud</p>","Power Bi,Azure Cloud,AWS,Gcp Cloud,SQL,Cloud Platform,Cloud,GCP",7 Days Ago,1500000.0,2250000.0,5.0,7.0,1875000.0
Principal Software Engineer (Node.JS),PVKL Tech Services Pvt Ltd,Pune,5-8 Yrs,15-20 Lacs PA,"<p><strong>Position Overview - </strong></p><p>We are looking for a highly skilled computer programmer who is comfortable with both frontend and back-end programming. Principal Software Engineer are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications, and working alongside graphic  designers for web design features, among other duties. Principal Software Engineer will be required to see  out a project from conception to the final product, requiring good organizational skills and attention to detail. </p><br /><p><strong>Requirements </strong></p><ul><li> Proven experience of 5+ years as a Software Engineer </li><li> Proficient in front-end languages and libraries (Vue.js/ React.js) </li><li> Proficient in writing APIs using any one of Python and Node.js </li><li> Experience working with MongoDB or other NoSQL databases </li></ul><br /><p><strong>Skills and Responsibilities </strong></p><ul><li> Work with development teams and product managers to ideate software solutions </li><li> Design client-side and server-side architecture </li><li> Develop and manage well-functioning databases and applications </li><li> Write effective Restful APIs </li><li> Test software to ensure responsiveness and efficiency </li><li> Troubleshoot and debug software </li><li> Create security and data protection settings </li><li> Write technical documentation </li></ul><br /><p><strong>Company </strong></p><p>Provakil is a new-age legal operations management suite for enterprises. Provakil provides an integrated SaaS platform for legal teams to manage all aspects of legal operations including litigation, contracts, compliances, and intellectual property with customized workflows and analytics. We provide automatic data updates from 8000+ courts, trademark and patent registries, and other sources of public legal data. The platform is equipped with advanced ML/AI capabilities for intelligent document review, IP watch & search, case law research, and other use cases. Provakil is trusted by over 100 companies and 50 law firms to manage different aspects of their legal operations.</p><br /><p><strong>Why join us? </strong></p><p><strong>Fast Growing </strong></p><p>We are a fast-growing organization with a 300% Y-o-Y growth in customers and revenue. We believe in setting expectations really high and stretching ourselves to deliver on it! </p><p><strong>Scale </strong></p><p>If you like to solve problems of scale, the legal industry has tremendous volumes of data to work with. We are building a unique data-driven solution to simplify legal operations for large enterprises. Our systems currently process over 12.5k transactions every minute, a metric that will multiply as we scale to new geographies. </p><p><strong>Team </strong></p><p>We are a team with a strong background and believe in working hard to build a reputation. The founding team consists of engineers from IIT and a lawyer with a practice in the Supreme Court. Our App store rating is 4.6 and our customers cant stop talking about us! </p><p><strong>Awards & Recognitions </strong></p><p>World Justice Challenge Finalist at The Hague, The Netherlands, 2019 </p><p>Legal Tech Startup of the Year at BW Legal awards, 2K19 </p><p>Industry Prize, Agami Prize, 2018 </p><p>Selected among the Top 3 companies at Westerwelle Foundation YFP Program, 2020</p><br />","Vue.Js,NoSQL,Node.Js,MongoDB,Python,Software",7 Days Ago,1500000.0,2000000.0,5.0,8.0,1750000.0
Data Analyst,Ozori Industries,Pune,2-6 Yrs,4-6 Lacs PA,"Qualifications:  . Bachelors degree in Statistics,Economics,Data Science,Computer Science,or a related field.  . 2+ years of experience in a data analyst or business analyst role,preferably in FMCG,food & beverage,or retail.  . Strong proficiency in SQL,Excel,and at least one data visualization tool (Power BI,Tableau,etc.).  <br><br>Experience with Python or R for data analysis is a plus.","Data Analysis,Data Collection,wholesale,and validate data from various internal and external sources,inventory levels,supply chain software,clean,or Looker to monitor KPIs such as sales performance",7 Days Ago,400000.0,600000.0,2.0,6.0,500000.0
Actimize Business Analyst,Zalway,Pune,5-8 Yrs,"50,000 PA","<p><u><strong>Role & responsibilities</strong> :</u></p><ul><li>Experience in Actimize SAM9 / ActOne Transaction monitoring requirements</li><li>Understanding of UI configurations, navigation on ActOne</li><li>Overall 5-6 years exp.</li></ul>","ActOne,Actimize SAM9,Transaction monitoring,UI configuration,Configuration,Actimize,Monitoring,UI",7 Days Ago,50000.0,50000.0,5.0,8.0,50000.0
Java Full Stack Developer,Orcapod Consulting Services,Pune,5-8 Yrs,10-14 Lacs PA,"<p>  </p><p><strong><em>Key Responsibilities</em></strong><br /><em> • Design and lead development of solutions to meet business requirements</em><br /><em> • Drive standardization and best practises during implementation of solutions</em><br /><em> • Ownership of technical designs, code development, and component test execution to demonstrate alignment to the functional specification</em><br /><em> • Lead and collaborate with cross-functional teams to define, design, and deliver new features</em><br /><em> • Create and maintain configuration documents</em><br /><em> • Contribute to strategy and roadmap planning of applications</em><br /><em> • Explore and evaluate new technologies to complement our existing solutions</em><br /><em> • Lead discussions and workshops to identify and clarify business requirements and work closely with stakeholders to optimize and propose alternate solution when required</em><br /><em> • Troubleshoot and resolve issues with partners</em><br /><em> • Ownership of technical designs, code development, and component test execution to demonstrate alignment to the functional specification</em></p><p> <em><strong>The Ideal Candidate Should Possess</strong></em><br /><em> • Bachelor or higher degree in Computer Science or IT.</em><br /><em> • Proficiency in Java and related technologies such as Java, Spring, Spring webflux , GraphQL, OData and RESTful web services.</em><br /><em> • Frontend development in either angular or react</em><br /><em> • Good OO-skills. Must demonstrate strong familiarity of design patterns</em><br /><em> • Experience in SQL Database design, preferably with Oracle</em><br /><em> • Experience in API Management and API Documentation</em><br /><em> • Proficient with TDD, MVVM, SOLID principals</em><br /><em> • Strong communication skills, for collaborating across different stakeholders</em><br /><em> • Self-starter with strong sense of project ownership, able to work through deadlines and meet time constraints</em><br /><em> • A proactive and self-motivated attitude with a passion for continuous learning.</em></p><br />","Java,TDD,Spring,Angular,Spring webflux,SOLID principals,MVVM,Restful Web",7 Days Ago,1000000.0,1400000.0,5.0,8.0,1200000.0
Lead AI Engineer,Academian India,Hybrid - Pune(Kalyani Nagar),4-8 Yrs,8-18 Lacs PA,"<p><strong>Position</strong>: Senior AI Engineer</p><p><strong>Experience Required</strong>: 5+ Years</p><p><strong>Company</strong>: Academian (EdTech Domain)</p><p><strong>Work Location:</strong> Pune</p><p><strong>Notice Period:</strong> we are looking for <strong>Immediate - 30 days</strong> NP (Candidate having 60 days Notice Period will not be considered)</p><br /><p><strong>Role Overview</strong></p><p>We are seeking an experienced <strong>Senior AI Engineer</strong> to spearhead the development and deployment of cutting-edge AI solutions. The ideal candidate will possess a strong foundation in AI algorithms, hands-on expertise with machine learning and deep learning frameworks, and a forward-thinking approach to leveraging emerging AI technologies like AGENTIC AI, RAG, Graph Databases, and open-source LLMs. This role also involves guiding the team to deliver scalable, efficient, and impactful AI products aligned with the EdTech domain.</p><br /><p><strong>Key Responsibilities:</strong></p><br /><ul><li><strong>AI Model Development</strong>: Design, train, and deploy AI models for diverse use cases, including:</li><li><strong>Computer Vision</strong>: Image recognition, object detection, segmentation etc.</li><li><strong>Natural Language Processing (NLP)</strong>: Text classification, summarization, question-answering systems etc.</li><li><strong>Generative AI</strong>: Fine-tuning and deploying <strong>open-source large language models (LLMs)</strong> and Private Models.</li><li><strong>RAG (Retrieval-Augmented Generation)</strong>: Implement AI systems combining retrieval with generative models.</li><li>Optimize AI models for performance, scalability, and accuracy using core algorithms (regression, KNN, SVM, etc.).</li><li><strong>Open-Source LLM Development</strong>:</li><li>Develop and fine-tune <strong>open-source LLMs</strong> to cater to domain-specific needs.</li><li>Deploy open-source LLMs effectively in production environments, ensuring scalability and low latency.</li><li>Explore and implement open-source tools and frameworks like Hugging Face, LangChain, and Transformer libraries.</li><li><strong>Integration & Architecture</strong>:</li><li>Integrate AI solutions with <strong>Vector/Graph db</strong> for advanced data relationships and queries.</li><li>Implement and manage <strong>MLOps</strong>/<strong>LLMOps pipelines</strong> for efficient deployment, monitoring, and scaling of AI models.</li><li><strong>Leadership</strong>:</li><li>Mentor and guide junior engineers, fostering innovation and skill development.</li><li>Collaborate with cross-functional teams, including product management, data engineering, and software development, to align AI strategies with business goals.</li><li><strong>Infrastructure</strong>:</li><li>Leverage cloud AI platforms (AWS SageMaker, Google Vertex AI, Azure AI) for scalable solutions.</li><li>Adopt open-source frameworks and tools (e.g., TensorFlow, PyTorch, Hugging Face) for experimentation and development.</li><li><strong>Best Practices</strong>:</li><li>Establish robust practices for coding, testing, and documenting AI solutions.</li><li>Stay at the forefront of AI research and emerging trends like AGENTIC AI, RAG, and open-source LLM development.</li></ul><br /><p><strong>Requirements:</strong></p><br /><p><strong>Experience</strong></p><ul><li>5+ years of experience in AI/ML</li><li>Proven expertise in designing and deploying AI solutions in production environments.</li></ul><br /><p><strong>Technical Skills</strong></p><ul><li>Strong proficiency in machine learning frameworks (TensorFlow, PyTorch, Scikit-learn).</li><li>Hands-on experience with tools like Hugging Face, OpenAI API, and Google AI tools.</li><li>In-depth understanding of <strong>core ML algorithms</strong> (regression, KNN, clustering, etc.) and <strong>deep learning models</strong>.</li><li>Familiarity with <strong>open-source LLM development and deployment</strong></li><li>Experience with <strong>RAG architectures</strong>, <strong>Graph Databases</strong>, and <strong>LLMOps</strong> practices.</li><li>Expertise in CI/CD pipelines, containerization (Docker, Kubernetes), and cloud AI platforms (AWS, Google Cloud, Azure).</li></ul><br /><p><strong>Domain Knowledge</strong></p><ul><li>Familiarity with EdTech standards (LTI, xAPI, QTI) and adaptive learning systems is a strong plus.</li></ul><br /><p><strong>Soft Skills</strong></p><ul><li>Exceptional leadership and team mentoring abilities.</li><li>Strong problem-solving skills and excellent communication for technical and non-technical stakeholders.</li></ul><br /><p><strong>Education</strong></p><ul><li>Bachelors or Masters degree in Computer Science, AI, Data Science, or related fields.</li></ul><br /><p><strong>Why Join Us:</strong></p><ul><li>Opportunity to lead AI initiatives that shape the future of education technology.</li><li>Work in a collaborative, mission-driven environment with a focus on innovation.</li><li>Engage with impactful projects and cutting-edge AI technologies.</li><li>Competitive salary, benefits, and opportunities for professional growth.</li></ul><br /><br /><br />","Artificial Intelligence,Al,LLM,Deep Learning,ML,Machine Learning,Machine,Intelligence",7 Days Ago,800000.0,1800000.0,4.0,8.0,1300000.0
